text,label
usually the person is unconscious that's in children but in adults they may just behave abnormally. i.ll call you now,ham
shb b ok lor... thanx...,ham
holy living christ what is taking you so long,ham
my darling sister. how are you doing. when's school resuming. is there a minimum wait period before you reapply? do take care,ham
okie,ham
"urgent! call 09061749602 from landline. your complimentary 4* tenerife holiday or £10,000 cash await collection sae t&cs box 528 hp20 1yf 150ppm 18+",spam
i will send them to your email. do you mind  &lt;#&gt;  times per night?,ham
you do your studies alone without anyones help. if you cant no need to study.,ham
great. i was getting worried about you. just know that a wonderful and caring person like you will have only the best in life. know that u r wonderful and god's love is yours.,ham
have you always been saying welp?,ham
"in the simpsons movie released in july 2007 name the band that died at the start of the film? a-green day, b-blue day, c-red day. (send a, b or c)",spam
i dont thnk its a wrong calling between us,ham
bring tat cd don forget,ham
yun buying... but school got offer 2000 plus only...,ham
i fetch yun or u fetch?,ham
"chile, please! it's only a  &lt;decimal&gt;  hour drive for me. i come down all the time and will be subletting feb-april for audition season.",ham
sorry i'm not free...,ham
piss is talking is someone that realise u that point this at is it.(now read it backwards),ham
he's an adult and would learn from the experience. there's no real danger. i just dont like peeps using drugs they dont need. but no comment,ham
"miss ya, need ya, want ya, love ya.",ham
k..k:)how about your training process?,ham
"we have sent jd for customer service cum accounts executive to ur mail id, for details contact us",ham
raji..pls do me a favour. pls convey my birthday wishes to nimya. pls. today is her birthday.,ham
yo dude guess who just got arrested the other day,ham
"i just lov this line: ""hurt me with the truth, i don't mind,i wil tolerat.bcs ur my someone..... but, never comfort me with a lie"" gud ni8 and sweet dreams",ham
now only i reached home. . . i am very tired now. . i will come tomorro,ham
"hey hey werethe monkeespeople say we monkeyaround! howdy gorgeous, howu doin? foundurself a jobyet sausage?love jen xxx",ham
just seeing your missed call my dear brother. do have a gr8 day.,ham
"latest nokia mobile or ipod mp3 player +£400 proze guaranteed! reply with: win to 83355 now! norcorp ltd.£1,50/mtmsgrcvd18+",spam
yes..gauti and sehwag out of odi series.,ham
lolnice. i went from a fish to ..water.?,ham
"thank you for calling.forgot to say happy onam to you sirji.i am fine here and remembered you when i met an insurance person.meet you in qatar insha allah.rakhesh, ex tata aig who joined tissco,tayseer.",ham
"aldrine, rakhesh ex rtm here.pls call.urgent.",ham
just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,ham
boo. how's things? i'm back at home and a little bored already :-(,ham
take us out shopping and mark will distract isaiah.=d,ham
"hi babe its chloe, how r u? i was smashed on saturday night, it was great! how was your weekend? u been missing me? sp visionsms.com text stop to stop 150p/text",spam
when you and derek done with class?,ham
jordan got voted out last nite!,ham
"had the money issue weigh me down but thanks to you, i can breathe easier now. i.ll make sure you dont regret it. thanks.",ham
hey hun-onbus goin 2 meet him. he wants 2go out 4a meal but i donyt feel like it cuz have 2 get last bus home!but hes sweet latelyxxx,ham
have a good evening! ttyl,ham
thank u. it better work out cause i will feel used otherwise,ham
east coast,ham
nothing lor... a bit bored too... then y dun u go home early 2 sleep today...,ham
what's the significance?,ham
hi dear call me its urgnt. i don't know whats your problem. you don't want to work or if you have any other problem at least tell me. wating for your reply.,ham
you do what all you like,ham
"did he say how fantastic i am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think i would be the first person 2 die from n v q? ",ham
"i think we're going to finn's now, come",ham
oh just getting even with u.... u?,ham
"hey j! r u feeling any better, hopeso hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",ham
ceri u rebel! sweet dreamz me little buddy!! c ya 2moro! who needs blokes,ham
"text82228>> get more ringtones, logos and games from www.txt82228.com. questions: info@txt82228.co.uk",spam
were gonna go get some tacos,ham
ryder unsold.now gibbs.,ham
jokin only lar... :-) depends on which phone my father can get lor...,ham
booked ticket for pongal?,ham
you have won a guaranteed £200 award or even £1000 cashto claim ur award call free on 08000407165 (18+) 2 stop getstop on 88222 php,spam
tell me something. thats okay.,ham
haha okay... today weekend leh... ,ham
this is a long fuckin showr,ham
"i'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",ham
we have to pick rayan macleran there.,ham
no it will reach by 9 only. she telling she will be there. i dont know,ham
"dear relieved of westonzoyland, all going to plan this end too!",ham
"this is the 2nd time we have tried to contact u. u have won the £400 prize. 2 claim is easy, just call 087104711148 now! only 10p per minute. bt-national-rate",spam
that means get the door,ham
"there're some people by mu, i'm at the table by lambda",ham
gudnite....tc...practice going on,ham
staff of placement training in amrita college.,ham
call him and say you not coming today ok and tell them not to fool me like this ok,ham
"open rebtel with firefox. when it loads just put plus sign in the user name place, and it will show you two numbers. the lower number is my number. once you pick that number the pin will display okay!",ham
"si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx",ham
tell me whos this pls:-),ham
s da..al r above  &lt;#&gt;,ham
how much you got for cleaning,ham
"welcome to uk-mobile-date this msg is free giving you free calling to 08719839835. future mgs billed at 150p daily. to cancel send ""go stop"" to 89123",spam
ü v ma fan...,ham
my ex-wife was not able to have kids. do you want kids one day?,ham
are you this much buzy,ham
what happen to her tell the truth,ham
"not sure yet, still trying to get a hold of him",ham
did u get that message,ham
.please charge my mobile when you get up in morning.,ham
can not use foreign stamps in this country. good lecture .,ham
now i'm going for lunch.,ham
"call me, i am senthil from hsbc.",ham
"sorry, i'll call later",ham
"hi, this is mandy sullivan calling from hotmix fm...you are chosen to receive £5000.00 in our easter prize draw.....please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",spam
are you willing to go for aptitude class.,ham
ok. very good. its all about making that money.,ham
u meet other fren dun wan meet me ah... muz b a guy rite...,ham
aiyah ok wat as long as got improve can already wat...,ham
lol wtf random. btw is that your lunch break,ham
"that's the trouble with classes that go well - you're due a dodgey one … expecting mine tomo! see you for recovery, same time, same place ",ham
u 447801259231 have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094597,spam
carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and i'll tell him to haul ass,ham
"sir, waiting for your mail.",ham
"i'm in a meeting, call me later at",ham
armand says get your ass over to epsilon,ham
08714712388 between 10am-7pm cost 10p,spam
can you do online transaction?,ham
lol ... i knew that .... i saw him in the dollar store,ham
o. well uv causes mutations. sunscreen is like essential thesedays,ham
how r ü going to send it to me?,ham
i wanted to ask ü to wait 4 me to finish lect. cos my lect finishes in an hour anyway.,ham
headin towards busetop,ham
yes when is the appt again?,ham
"better than bb. if he wont use it, his wife will or them doctor",ham
"hi chikku, send some nice msgs",ham
i couldn't say no as he is a dying man and i feel sad for him so i will go and i just wanted you to know i would probably be gone late into your night,ham
we regret to inform u that the nhs has made a mistake.u were never actually born.please report 2 yor local hospital 2b terminated.we r sorry 4 the inconvenience,ham
no de.am seeing in online shop so that i asked.,ham
din i tell u jus now 420,ham
your daily text from me – a favour this time,ham
"1.20 that call cost. which i guess isnt bad. miss ya, need ya, want ya, love ya",ham
missed your call cause i was yelling at scrappy. miss u. can't wait for u to come home. i'm so lonely today.,ham
you have won a guaranteed £1000 cash or a £2000 prize. to claim yr prize call our customer service representative on 08714712394 between 10am-7pm,spam
"sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. i have some bills that i can't settle this month. i am out of all extra cash. i know this is a challenging time for you also but i have to let you know.",ham
goodnight da thangam i really miss u dear.,ham
come to mahal bus stop.. &lt;decimal&gt;,ham
also remember the beads don't come off. ever.,ham
we are pleased to inform that your application for airtel broadband is processed successfully. your installation will happen within 3 days.,ham
free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+,spam
"mmmmm ... it was sooooo good to wake to your words this morning, my love!! mmmm fuck ... i love you too, my lion ... *devouring kiss from across the sea*",ham
what time should i tell my friend to be around?,ham
fffff. can you text kadeem or are you too far gone,ham
"funny fact nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife natural disasters just happens",ham
ü predict wat time ü'll finish buying?,ham
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,ham
kallis is ready for bat in 2nd innings,ham
"oh, then your phone phoned me but it disconnected",ham
call me when you get the chance plz &lt;3,ham
also are you bringing galileo or dobby,ham
"dear sir,salam alaikkum.pride and pleasure meeting you today at the tea shop.we are pleased to send you our contact number at qatar.rakhesh an indian.pls save our number.respectful regards.",ham
lol i have to take it. member how i said my aunt flow didn't visit for 6 months? it's cause i developed ovarian cysts. bc is the only way to shrink them.,ham
oh ho. is this the first time u use these type of words,ham
"sorry, i guess whenever i can get a hold of my connections, maybe an hour or two? i'll text you",ham
7 at esplanade.. do ü mind giving me a lift cos i got no car today..,ham
yeah sure i'll leave in a min,ham
is there coming friday is leave for pongal?do you get any news from your work place.,ham
"k, fyi i'm back in my parents' place in south tampa so i might need to do the deal somewhere else",ham
hey mate. spoke to the mag people. we‘re on.  the is deliver by the end of the month. deliver on the 24th sept. talk later. ,ham
please tell me you have some of that special stock you were talking about,ham
hey gorgeous man. my work mobile number is. have a good one babe. squishy mwahs.,ham
you have got tallent but you are wasting.,ham
you won't believe it but it's true. it's incredible txts! reply g now to learn truly amazing things that will blow your mind. from o2fwd only 18p/txt,spam
hey anyway i have to :-),ham
not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,ham
y so late but i need to go n get da laptop...,ham
no problem with the renewal. i.ll do it right away but i dont know his details.,ham
neva mind it's ok..,ham
lmao you know me so well...,ham
"just making dinner, you ?",ham
are you still playing with gautham?,ham
"dear,me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",ham
customer place i will call you.,ham
"motivate behind every darkness, there is a shining light waiting for you to find it... behind every best friend, there is always trust and love... bslvyl",ham
"i've got ten bucks, jay is being noncomittal",ham
fuck cedar key and fuck her (come over anyway tho),ham
"mon okie lor... haha, best is cheap n gd food la, ex oso okie... depends on whether wana eat western or chinese food... den which u prefer... ",ham
"sorry man, accidentally left my phone on silent last night and didn't check it til i got up",ham
"dont give a monkeys wot they think and i certainly don't mind. any friend of mine&all that! just don't sleep wiv , that wud be annoyin!",ham
yes :)it completely in out of form:)clark also utter waste.,ham
free msg: single? find a partner in your area! 1000s of real people are waiting to chat now!send chat to 62220cncl send stopcs 08717890890£1.50 per msg,spam
mm i had my food da from out,ham
want explicit sex in 30 secs? ring 02073162414 now! costs 20p/min,spam
its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,ham
oh k.k..where did you take test?,ham
"hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870..k",spam
i.ll post her out l8r. in class,ham
your bill at 3 is £33.65 so thats not bad!,ham
hi darlin im missin u hope you are having a good time. when are u back and what time if u can give me a call at home. jess xx,ham
hmm...my uncle just informed me that he's paying the school directly. so pls buy food.,ham
happy new year my dear brother. i really do miss you. just got your number and decided to send you this text wishing you only happiness. abiola,ham
yup ok...,ham
dunno lei... i might b eatin wif my frens... if ü wan to eat then i wait 4 ü lar,ham
wish u many many returns of the day.. happy birthday vikky..,ham
i was about to do it when i texted. i finished a long time ago and showered and er'ything!,ham
"its so common hearin how r u? wat r u doing? how was ur day? so let me ask u something different. did u smile today? if not, do it now.... gud evng.",ham
yes baby! we can study all the positions of the kama sutra ;),ham
there is a first time for everything :),ham
let's pool our money together and buy a bunch of lotto tickets. if we win i get &lt;#&gt; % u get &lt;#&gt; %. deal?,ham
shall i start from hear.,ham
"since when, which side, any fever, any vomitin.",ham
"fair enough, anything going on?",ham
what makes you most happy?,ham
"i'm there and i can see you, but you can't see me ? maybe you should reboot ym ? i seen the buzz",ham
"life is nothing wen v get everything. but ""life is everything wen v miss something "". real value of people wil be realized only in their absence.... gud mrng",ham
"a boy loved a gal. he propsd bt she didnt mind. he gv lv lttrs, bt her frnds threw thm. again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. wn it was about 2 hit d girl,d boy ran like hell n saved her. she asked 'hw cn u run so fast?' d boy replied ""boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n thy lived happily 2gthr drinking boost evrydy moral of d story:- i hv free msgs:d;): gud ni8",ham
"congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm. dont miss out! ",spam
"i don't have anybody's number, i still haven't thought up a tactful way to ask alex",ham
crucify is c not s. you should have told me earlier.,ham
"god picked up a flower and dippeditinadew, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,this friend is 4u",ham
ok lor thanx... ü in school?,ham
"thank you. and by the way, i just lost.",ham
ok...,ham
please call our customer service representative on 0800 169 6031 between 10am-9pm as you have won a guaranteed £1000 cash or £5000 prize!,spam
"mah b, i'll pick it up tomorrow",ham
"yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",ham
"aiyo... u always c our ex one... i dunno abt mei, she haven reply... first time u reply so fast... y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",ham
urgent! please call 09061213237 from landline. £5000 cash or a luxury 4* canary islands holiday await collection. t&cs sae po box 177. m227xy. 150ppm. 16+,spam
ok. there may be a free gym about.,ham
i'm aight. wat's happening on your side.,ham
"i can probably come by, everybody's done around  &lt;#&gt;  right?",ham
"u can win £100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www.ldew.com skillgame,1winaweek, age16.150ppermesssubscription",spam
have you seen who's back at holby?!,ham
"and how you will do that, princess? :)",ham
haha... hope ü can hear the receipt sound... gd luck!,ham
you are awarded a sipix digital camera! call 09061221061 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p p£3.99,spam
no no:)this is kallis home ground.amla home town is durban:),ham
can ü call me at 10:10 to make sure dat i've woken up...,ham
"nah, wednesday. when should i bring the mini cheetos bag over?",ham
meet after lunch la...,ham
come aftr  &lt;decimal&gt; ..now i m cleaning the house,ham
thank you. do you generally date the brothas?,ham
in work now. going have in few min.,ham
i'm watching lotr w my sis dis aft. so u wan 2 meet me 4 dinner at nite a not?,ham
"this is one of the days you have a billion classes, right?",ham
interflora - it's not too late to order interflora flowers for christmas call 0800 505060 to place your order before midnight tomorrow.,spam
i only haf msn. it's yijue@hotmail.com,ham
he says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,ham
ok.ok ok..then..whats ur todays plan,ham
"will do, you gonna be at blake's all night? i might be able to get out of here a little early",ham
neft transaction with reference number  &lt;#&gt;  for rs. &lt;decimal&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;time&gt; : &lt;#&gt;,ham
lol no ouch but wish i'd stayed out a bit longer,ham
crazy ar he's married. ü like gd looking guys not me. my frens like say he's korean leona's fave but i dun thk he is. aft some thinking mayb most prob i'll go.,ham
hey i'm bored... so i'm thinking of u... so wat r u doing?,ham
those cocksuckers. if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,ham
"ah, well that confuses things, doesnt it? i thought was friends with now. maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ham
oh :-)only 4 outside players allowed to play know,ham
what???? hello wats talks email address?,ham
where u been hiding stranger?,ham
i know you are serving. i mean what are you doing now.,ham
oh yes i can speak txt 2 u no! hmm. did u get  email?,ham
no screaming means shouting..,ham
lol you won't feel bad when i use her money to take you out to a steak dinner =d,ham
thanks for this hope you had a good day today,ham
"probably, want to pick up more?",ham
"lol you forgot it eh ? yes, i'll bring it in babe",ham
i am going to bed now prin,ham
thanx but my birthday is over already.,ham
god bless.get good sleep my dear...i will pray!,ham
free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+,spam
"for ur chance to win a £250 wkly shopping spree txt: shop to 80878. t's&c's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam
i will come with karnan car. please wait till 6pm will directly goto doctor.,ham
"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng",ham
what today-sunday..sunday is holiday..so no work..,ham
just glad to be talking to you.,ham
i need... coz i never go before ,ham
"do you know why god created gap between your fingers..? so that, one who is made for you comes &amp; fills those gaps by holding your hand with love..!",ham
"7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ""ur lovely friendship""... good morning dear",ham
i'm fine. hope you are also,ham
im gonna miss u so much,ham
"cool, text me when you head out",ham
"best line said in love: . ""i will wait till the day i can forget u or the day u realize that u cannot forget me.""... gn",ham
how are you holding up?,ham
watching ajith film ah?,ham
you all ready for * big day tomorrow?,ham
then. you are eldest know.,ham
takin a shower now but yeah i'll leave when i'm done,ham
oh ho. is this the first time u use these type of words,ham
so how's scotland. hope you are not over showing your jjc tendencies. take care. live the dream,ham
please leave this topic..sorry for telling that..,ham
"k, makes sense, btw carlos is being difficult so you guys are gonna smoke while i go pick up the second batch and get gas",ham
are you available for soiree on june 3rd?,ham
"moon has come to color your dreams, stars to make them musical and my sms to give you warm and peaceful sleep. good night",ham
noooooooo please. last thing i need is stress. for once in your life be fair.,ham
"its good, we'll find a way",ham
okay name ur price as long as its legal! wen can i pick them up? y u ave x ams xx,ham
i want to go to perumbavoor,ham
oops. 4 got that bit.,ham
"free2day sexy st george's day pic of jordan!txt pic to 89080 dont miss out, then every wk a saucy celeb!4 more pics c pocketbabe.co.uk 0870241182716 £3/wk",spam
"u've been selected to stay in 1 of 250 top british hotels - for nothing! holiday valued at £350! dial 08712300220 to claim - national rate call. bx526, sw73ss",spam
how long does applebees fucking take,ham
ü collecting ur laptop then going to configure da settings izzit?,ham
hey you around? i've got enough for a half + the ten i owe you,ham
s s..first time..dhoni rocks...,ham
"i dun thk i'll quit yet... hmmm, can go jazz ? yogasana oso can... we can go meet em after our lessons den... ",ham
tell my  bad character which u dnt lik in me. i'll try to change in  &lt;#&gt; . i ll add tat 2 my new year resolution. waiting for ur reply.be frank...good morning.,ham
"fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",ham
oh ya... got hip hop open. haha i was thinking can go for jazz then zoom to cine... actually tonight i'm free leh... and there's a kb lesson tonight,ham
no de. but call me after some time. ill tell you k,ham
they just talking thats it de. they wont any other.,ham
hello peach! my cake tasts lush!,ham
maybe?! say hi to  and find out if  got his card. great escape or wetherspoons? ,ham
"sometimes we put walls around our hearts,not just to be safe from getting hurt.. but to find out who cares enough to break the walls &amp; get closer.. goodnoon:)",ham
im late tellmiss im on my way,ham
"aight yo, dats straight dogg",ham
"call 09094100151 to use ur mins! calls cast 10p/min (mob vary). service provided by aom, just gbp5/month. aom box61,m60 1er until u stop. ages 18+ only!",spam
jus ans me lar. u'll noe later.,ham
"as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there.",ham
babe ? i lost you ... :-(,ham
no objection. my bf not coming.,ham
i have no idea where you are,ham
joy's father is john. then john is the name of joy's father. mandan,ham
"lemme know when i can swing by and pick up, i'm free basically any time after 1 all this semester",ham
so when you gonna get rimac access ,ham
t-mobile customer you may now claim your free camera phone upgrade & a pay & go sim card for your loyalty. call on 0845 021 3680.offer ends 28thfeb.t&c's apply,spam
private! your 2003 account statement for 07973788240 shows 800 un-redeemed s. i. m. points. call 08715203649 identifier code: 40533 expires 31/10/04,spam
wat r u doing now?,ham
no:-)i got rumour that you going to buy apartment in chennai:-),ham
"you are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18",spam
"last chance! claim ur £150 worth of discount vouchers today! text shop to 85023 now! savamob, offers mobile! t cs savamob pobox84, m263uz. £3.00 sub. 16",spam
do ü noe if ben is going?,ham
do you want a new video handset? 750 anytime any network mins? half price line rental? camcorder? reply or call 08000930705 for delivery tomorrow,spam
i'm e person who's doing e sms survey...,ham
"will u meet ur dream partner soon? is ur career off 2 a flyng start? 2 find out free, txt horo followed by ur star sign, e. g. horo aries",spam
still chance there. if you search hard you will get it..let have a try :),ham
did u receive my msg?,ham
send me yetty's number pls.,ham
"hmph. go head, big baller.",ham
you're gonna have to be way more specific than that,ham
me fine..absolutly fine,ham
ur cash-balance is currently 500 pounds - to maximize ur cash-in now send cash to 86688 only 150p/msg. cc: 08708800282 hg/suite342/2lands row/w1j6hl,spam
too late. i said i have the website. i didn't i have or dont have the slippers,ham
"not for possession, especially not first offense",ham
"nope. since ayo travelled, he has forgotten his guy",ham
i know you are. can you pls open the back?,ham
do you mind if i ask what happened? you dont have to say if it is uncomfortable.,ham
"urgent!: your mobile no. was awarded a £2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9755 box95qu",spam
"you are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18+",spam
how was txting and driving,ham
did you catch the bus ? are you frying an egg ? did you make a tea? are you eating your mom's left over dinner ? do you feel my love ?,ham
as usual u can call me ard 10 smth.,ham
free for 1st week! no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates. www.getzed.co.uk pobox 36504 w45wq 16+ norm150p/tone,spam
will you be here for food,ham
"i wasn't well babe, i have swollen glands at my throat ... what did you end up doing ?",ham
spoons it is then okay?,ham
"sorry, i'll call you  later. i am in meeting sir.",ham
:-( sad puppy noise,ham
no calls..messages..missed calls,ham
i'll text now! all creepy like so he won't think that we forgot,ham
also track down any lighters you can find,ham
i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person. i'll make a trip to ptbo for that. i hope everything is good with you babe and i love ya :),ham
men like shorter ladies. gaze up into his eyes.,ham
no need to say anything to me. i know i am an outsider,ham
"just sent again. do you scream and moan in bed, princess?",ham
thx. all will be well in a few months,ham
o shore are you takin the bus,ham
you are right. meanwhile how's project twins comin up,ham
i hope you arnt pissed off but id would really like to see you tomorrow. love me xxxxxxxxxxxxxx,ham
no did you check? i got his detailed message now,ham
"alright, i'll make sure the car is back tonight",ham
ha... then we must walk to everywhere... cannot take tram. my cousin said can walk to vic market from our hotel ,ham
2 and half years i missed your friendship:-),ham
you're not sure that i'm not trying to make xavier smoke because i don't want to smoke after being told i smoke too much?,ham
tmr timin still da same wat cos i got lesson until 6...,ham
fuck babe ... what happened to you ? how come you never came back?,ham
not yet. just i'd like to keep in touch and it will be the easiest way to do that from barcelona. by the way how ru and how is the house?,ham
or i guess  &lt;#&gt;  min,ham
mystery solved! just opened my email and he's sent me another batch! isn't he a sweetie,ham
hey cutie. how goes it? here in wales its kinda ok. there is like hills and shit but i still avent killed myself. ,ham
"yeah we wouldn't leave for an hour at least, how's 4 sound?",ham
free top ringtone -sub to weekly ringtone-get 1st week free-send subpoly to 81618-?3 per week-stop sms-08718727870,spam
"aight we can pick some up, you open before tonight?",ham
its ok my arm is feeling weak cuz i got a shot so we can go another time,ham
shopping lor. them raining mah hard 2 leave orchard.,ham
uhhhhrmm isnt having tb test bad when youre sick,ham
"ya, told..she was asking wats matter?",ham
yeah whatever lol,ham
happened here while you were adventuring,ham
ya had just now.onion roast.,ham
well i know z will take care of me. so no worries.,ham
i love you. you set my soul on fire. it is not just a spark. but it is a flame. a big rawring flame. xoxo,ham
sunshine quiz wkly q! win a top sony dvd player if u know which country the algarve is in? txt ansr to 82277. £1.50 sp:tyrone,spam
can u get 2 phone now? i wanna chat 2 set up meet call me now on 09096102316 u can cum here 2moro luv jane xx calls£1/minmoremobsemspobox45po139wa,spam
"i'm in a meeting, call me later at",ham
"good stuff, will do.",ham
you have 1 new voicemail. please call 08719181513.,spam
someonone you know is trying to contact you via our dating service! to find out who it could be call from your mobile or landline 09064015307 box334sk38ch ,spam
sian... aft meeting supervisor got work 2 do liao... u working now?,ham
i got a call from a landline number. . . i am asked to come to anna nagar . . . i will go in the afternoon,ham
and he's apparently bffs with carly quick now,ham
free msg:we billed your mobile number by mistake from shortcode 83332.please call 08081263000 to have charges refunded.this call will be free from a bt landline,spam
hi this is yijue... it's regarding the 3230 textbook it's intro to algorithms second edition... i'm selling it for $50...,ham
urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09061790121 from land line. claim 3030. valid 12hrs only 150ppm,spam
u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09065171142-stopsms-08,spam
hey u still at the gym?,ham
i just really need shit before tomorrow and i know you won't be awake before like 6,ham
also remember to get dobby's bowl from your car,ham
hey girl. how r u? hope u r well me an del r bak! again long time no c! give me a call sum time from lucyxx,ham
i cant pick the phone right now. pls send a message,ham
urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09061790121 from land line. claim 3030. valid 12hrs only 150ppm,spam
i'm in inside office..still filling forms.don know when they leave me.,ham
waaaat?? lololo ok next time then!,ham
urgent we are trying to contact you last weekends draw shows u have won a £1000 prize guaranteed call 09064017295 claim code k52 valid 12hrs 150p pm,spam
"i'll text carlos and let you know, hang on",ham
she just broke down a list of reasons why nobody's in town and i can't tell if she's being sarcastic or just faggy,ham
i'll probably be by tomorrow (or even later tonight if something's going on),ham
"thank you, winner notified by sms. good luck! no future marketing reply stop to 84122 customer services 08450542832",spam
"sorry battery died, yeah i'm here",ham
i re-met alex nichols from middle school and it turns out he's dealing!,ham
i ask if u meeting da ge tmr nite...,ham
no dear i was sleeping :-p,ham
"ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ham
jay says he'll put in  &lt;#&gt;,ham
get your garden ready for summer with a free selection of summer bulbs and seeds worth £33:50 only with the scotsman this saturday. to stop go2 notxt.co.uk,spam
"what will we do in the shower, baby?",ham
have a nice day my dear.,ham
hi missed your call and my mumhas beendropping red wine all over theplace! what is your adress?,ham
"could you not read me, my love ? i answered you",ham
no. did you multimedia message them or e-mail?,ham
i cant pick the phone right now. pls send a message,ham
"i can't, i don't have her number!",ham
"nothing, smsing u n xy lor. sorry lor da guys neva c u in person but they sort of know u lor. so u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",ham
hey i've booked the 2 lessons on sun liao...,ham
r u saying i should re order the slippers cos i had to pay for returning it.,ham
you are awarded a sipix digital camera! call 09061221061 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p p£3.99,spam
do you want a new nokia 3510i colour phone delivered tomorrow? with 200 free minutes to any mobile + 100 free text + free camcorder reply or call 8000930705,spam
"i'm not sure, i was just checking out what was happening around the area",ham
only saturday and sunday holiday so its very difficult:),ham
yar lor actually we quite fast... cos da ge slow wat... haha...,ham
i dont know exactly could you ask chechi.,ham
did u got that persons story,ham
y dun cut too short leh. u dun like ah? she failed. she's quite sad.,ham
if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,ham
did u fix the teeth?if not do it asap.ok take care.,ham
"ta-daaaaa! i am home babe, are you still up ?",ham
yeah i can still give you a ride,ham
"good morning, my love ... i go to sleep now and wish you a great day full of feeling better and opportunity ... you are my last thought babe, i love you *kiss*",ham
yup bathe liao...,ham
miss call miss call khelate kintu opponenter miss call dhorte lage. thats d rule. one with great phone receiving quality wins.,ham
hey whats up? u sleeping all morning?,ham
"hello. no news on job, they are making me wait a fifth week! yeah im up for some woozles and weasels... in exeter still, but be home about 3. ",ham
gud ni8.swt drms.take care,ham
"well, i was about to give up cos they all said no they didn‘t do one nighters. i persevered and found one but it is very cheap so i apologise in advance. it is just somewhere to sleep isnt it?",ham
"me also da, i feel yesterday night  wait til 2day night dear.",ham
i uploaded mine to facebook,ham
